Store_ID,Brand,Week,Item,Quantity_Purchased,Unit_Cost,Total_Cost,Ideal_Usage,Variance
1042,Morning Crate,2024-06-03,Coffee Beans,120,4.84,580.8,113,7
1042,Morning Crate,2024-06-03,Butter,82,9.33,765.06,83,-1
1042,Morning Crate,2024-06-10,Eggs,53,6.71,355.63,55,-2
1042,Morning Crate,2024-06-10,Bacon,197,6.84,1347.48,196,1
1042,Morning Crate,2024-06-10,Bread,47,2.28,107.16,49,-2
1042,Morning Crate,2024-06-10,Coffee Beans,92,5.57,512.44,85,7
1042,Morning Crate,2024-06-10,Butter,133,3.88,516.04,134,-1
1042,Morning Crate,2024-06-17,Eggs,25,4.45,111.25,29,-4
1042,Morning Crate,2024-06-17,Bacon,124,2.05,254.2,126,-2
1042,Morning Crate,2024-06-17,Bread,145,6.16,893.2,134,11
1042,Morning Crate,2024-06-17,Coffee Beans,93,5.93,551.49,87,6
1042,Morning Crate,2024-06-17,Butter,43,2.13,91.59,33,10
1042,Morning Crate,2024-06-24,Eggs,125,2.53,316.25,120,5
1042,Morning Crate,2024-06-24,Bacon,30,2.16,64.8,18,12
1042,Morning Crate,2024-06-24,Bread,186,3.67,682.62,179,7
1042,Morning Crate,2024-06-24,Coffee Beans,96,4.25,408.0,85,11
1042,Morning Crate,2024-06-24,Butter,42,5.66,237.72,36,6
1042,Morning Crate,2024-07-01,Eggs,126,7.65,963.9,119,7
1042,Morning Crate,2024-07-01,Bacon,148,7.56,1118.88,151,-3
1042,Morning Crate,2024-07-01,Bread,163,2.72,443.36,161,2
1042,Morning Crate,2024-07-01,Coffee Beans,156,1.61,251.16,153,3
1042,Morning Crate,2024-07-01,Butter,123,8.35,1027.05,110,13
1042,Morning Crate,2024-07-08,Eggs,156,4.21,656.76,155,1
1042,Morning Crate,2024-07-08,Bacon,101,6.23,629.23,88,13
1042,Morning Crate,2024-07-08,Bread,190,4.33,822.7,188,2
1042,Morning Crate,2024-07-08,Coffee Beans,158,7.96,1257.68,160,-2
1042,Morning Crate,2024-07-08,Butter,44,5.29,232.76,34,10
1042,Morning Crate,2024-07-15,Eggs,144,6.2,892.8,131,13
1042,Morning Crate,2024-07-15,Bacon,153,4.7,719.1,147,6
1042,Morning Crate,2024-07-15,Bread,128,4.02,514.56,118,10
1042,Morning Crate,2024-07-15,Coffee Beans,160,4.25,680.0,156,4
1042,Morning Crate,2024-07-15,Butter,30,6.58,197.4,31,-1
1042,Morning Crate,2024-07-22,Eggs,128,8.13,1040.64,130,-2
1042,Morning Crate,2024-07-22,Bacon,163,3.54,577.02,168,-5
1042,Morning Crate,2024-07-22,Bread,49,8.51,416.99,42,7
1042,Morning Crate,2024-07-22,Coffee Beans,110,9.84,1082.4,96,14
1042,Morning Crate,2024-07-22,Butter,183,4.64,849.12,175,8
1042,Morning Crate,2024-07-29,Eggs,42,2.37,99.54,37,5
1042,Morning Crate,2024-07-29,Bacon,139,5.62,781.18,129,10
1042,Morning Crate,2024-07-29,Bread,182,4.23,769.86,178,4
1042,Morning Crate,2024-07-29,Coffee Beans,184,7.6,1398.4,179,5
1042,Morning Crate,2024-07-29,Butter,93,9.28,863.04,95,-2
1042,Morning Crate,2024-08-05,Eggs,100,2.6,260.0,86,14
1042,Morning Crate,2024-08-05,Bacon,196,1.99,390.04,185,11
1042,Morning Crate,2024-08-05,Bread,122,6.24,761.28,125,-3
1042,Morning Crate,2024-08-05,Coffee Beans,178,4.29,763.62,172,6
1042,Morning Crate,2024-08-05,Butter,156,8.99,1402.44,147,9
1042,Morning Crate,2024-08-12,Eggs,113,9.31,1052.03,117,-4
1042,Morning Crate,2024-08-12,Bacon,184,9.08,1670.72,171,13
1042,Morning Crate,2024-08-12,Bread,130,5.36,696.8,125,5
1042,Morning Crate,2024-08-12,Coffee Beans,49,7.84,384.16,39,10
1042,Morning Crate,2024-08-12,Butter,48,5.36,257.28,34,14
1042,Morning Crate,2024-08-19,Eggs,128,2.01,257.28,132,-4
1042,Morning Crate,2024-08-19,Bacon,184,2.37,436.08,173,11
1042,Morning Crate,2024-08-19,Bread,45,9.01,405.45,50,-5
1042,Morning Crate,2024-08-19,Coffee Beans,137,5.65,774.05,131,6
1042,Morning Crate,2024-08-19,Butter,86,7.06,607.16,86,0
1042,Morning Crate,2024-08-26,Eggs,162,9.21,1492.02,158,4
1042,Morning Crate,2024-08-26,Bacon,189,1.62,306.18,180,9
1042,Morning Crate,2024-08-26,Bread,155,2.77,429.35,143,12
1042,Morning Crate,2024-08-26,Coffee Beans,146,6.13,894.98,144,2
1042,Morning Crate,2024-08-26,Butter,196,5.06,991.76,198,-2
1042,Morning Crate,2024-09-02,Eggs,45,4.19,188.55,33,12
1042,Morning Crate,2024-09-02,Bacon,57,5.58,318.06,46,11
1042,Morning Crate,2024-09-02,Bread,141,6.08,857.28,132,9
1042,Morning Crate,2024-09-02,Coffee Beans,97,9.75,945.75,84,13
1042,Morning Crate,2024-09-02,Butter,150,8.51,1276.5,139,11
1042,Morning Crate,2024-09-09,Eggs,88,3.88,341.44,86,2
1042,Morning Crate,2024-09-09,Bacon,56,6.98,390.88,60,-4
1042,Morning Crate,2024-09-09,Bread,111,4.83,536.13,112,-1
1042,Morning Crate,2024-09-09,Coffee Beans,172,4.78,822.16,159,13
1042,Morning Crate,2024-09-09,Butter,99,6.19,612.81,92,7
1042,Morning Crate,2024-09-16,Eggs,32,9.37,299.84,33,-1
1042,Morning Crate,2024-09-16,Bacon,135,6.52,880.2,127,8
1042,Morning Crate,2024-09-16,Bread,148,7.35,1087.8,146,2
1042,Morning Crate,2024-09-16,Coffee Beans,84,6.97,585.48,87,-3
1042,Morning Crate,2024-09-16,Butter,51,1.87,95.37,42,9
1042,Morning Crate,2024-09-23,Eggs,145,4.95,717.75,138,7
1042,Morning Crate,2024-09-23,Bacon,188,5.07,953.16,184,4
1042,Morning Crate,2024-09-23,Bread,77,3.45,265.65,72,5
1042,Morning Crate,2024-09-23,Coffee Beans,21,2.1,44.1,25,-4
1042,Morning Crate,2024-09-23,Butter,164,6.76,1108.64,151,13
1042,Morning Crate,2024-09-30,Eggs,115,3.96,455.4,120,-5
1042,Morning Crate,2024-09-30,Bacon,50,9.87,493.5,54,-4
1042,Morning Crate,2024-09-30,Bread,183,6.16,1127.28,183,0
1042,Morning Crate,2024-09-30,Coffee Beans,94,3.79,356.26,81,13
1042,Morning Crate,2024-09-30,Butter,161,2.66,428.26,165,-4
1042,Morning Crate,2024-10-07,Eggs,90,9.95,895.5,83,7
1042,Morning Crate,2024-10-07,Bacon,70,8.31,581.7,65,5
1042,Morning Crate,2024-10-07,Bread,174,5.51,958.74,176,-2
1042,Morning Crate,2024-10-07,Coffee Beans,129,6.25,806.25,126,3
1042,Morning Crate,2024-10-07,Butter,85,8.55,726.75,74,11
1042,Morning Crate,2024-10-14,Eggs,187,9.33,1744.71,179,8
1042,Morning Crate,2024-10-14,Bacon,163,6.48,1056.24,162,1
1042,Morning Crate,2024-10-14,Bread,173,3.43,593.39,168,5
1042,Morning Crate,2024-10-14,Coffee Beans,81,7.94,643.14,67,14
1042,Morning Crate,2024-10-14,Butter,65,2.96,192.4,62,3
1042,Morning Crate,2024-10-21,Eggs,130,9.96,1294.8,128,2
1042,Morning Crate,2024-10-21,Bacon,176,8.99,1582.24,165,11
1042,Morning Crate,2024-10-21,Bread,103,9.52,980.56,102,1
1042,Morning Crate,2024-10-21,Coffee Beans,85,9.27,787.95,89,-4
1042,Morning Crate,2024-10-21,Butter,44,8.13,357.72,47,-3
1042,Morning Crate,2024-10-28,Eggs,198,8.3,1643.4,193,5
1042,Morning Crate,2024-10-28,Bacon,103,4.02,414.06,106,-3
1042,Morning Crate,2024-10-28,Bread,134,6.96,932.64,134,0
1042,Morning Crate,2024-10-28,Coffee Beans,44,2.28,100.32,46,-2
1042,Morning Crate,2024-10-28,Butter,87,4.17,362.79,83,4
1042,Morning Crate,2024-11-04,Eggs,49,5.95,291.55,54,-5
1042,Morning Crate,2024-11-04,Bacon,152,2.43,369.36,156,-4
1042,Morning Crate,2024-11-04,Bread,37,2.38,88.06,40,-3
1042,Morning Crate,2024-11-04,Coffee Beans,124,3.54,438.96,113,11
1042,Morning Crate,2024-11-04,Butter,181,4.08,738.48,181,0
1042,Morning Crate,2024-11-11,Eggs,98,6.02,589.96,100,-2
1042,Morning Crate,2024-11-11,Bacon,88,6.8,598.4,80,8
1042,Morning Crate,2024-11-11,Bread,113,4.1,463.3,106,7
1042,Morning Crate,2024-11-11,Coffee Beans,41,6.61,271.01,44,-3
1042,Morning Crate,2024-11-11,Butter,73,9.33,681.09,70,3
1042,Morning Crate,2024-11-18,Eggs,28,8.55,239.4,25,3
1042,Morning Crate,2024-11-18,Bacon,82,7.47,612.54,78,4
1042,Morning Crate,2024-11-18,Bread,186,7.97,1482.42,184,2
1042,Morning Crate,2024-11-18,Coffee Beans,178,3.32,590.96,180,-2
1042,Morning Crate,2024-11-18,Butter,178,4.29,763.62,176,2
1042,Morning Crate,2024-11-25,Eggs,105,8.05,845.25,100,5
1042,Morning Crate,2024-11-25,Bacon,49,4.78,234.22,48,1
1042,Morning Crate,2024-11-25,Bread,168,9.25,1554.0,157,11
1042,Morning Crate,2024-11-25,Coffee Beans,138,7.92,1092.96,124,14
1042,Morning Crate,2024-11-25,Butter,95,4.08,387.6,91,4
1042,Morning Crate,2024-12-02,Eggs,197,2.59,510.23,200,-3
1042,Morning Crate,2024-12-02,Bacon,198,5.73,1134.54,198,0
1042,Morning Crate,2024-12-02,Bread,113,6.4,723.2,114,-1
1042,Morning Crate,2024-12-02,Coffee Beans,41,7.48,306.68,35,6
1042,Morning Crate,2024-12-02,Butter,127,4.92,624.84,131,-4
1042,Morning Crate,2024-12-09,Eggs,168,6.5,1092.0,164,4
1042,Morning Crate,2024-12-09,Bacon,92,2.52,231.84,84,8
1042,Morning Crate,2024-12-09,Bread,192,5.26,1009.92,196,-4
1042,Morning Crate,2024-12-09,Coffee Beans,63,4.51,284.13,63,0
1042,Morning Crate,2024-12-09,Butter,136,8.01,1089.36,127,9
1042,Morning Crate,2024-12-16,Eggs,97,3.43,332.71,91,6
1042,Morning Crate,2024-12-16,Bacon,162,4.87,788.94,165,-3
1042,Morning Crate,2024-12-16,Bread,35,3.22,112.7,21,14
1042,Morning Crate,2024-12-16,Coffee Beans,163,3.55,578.65,153,10
1042,Morning Crate,2024-12-16,Butter,117,4.99,583.83,111,6
1042,Morning Crate,2024-12-23,Eggs,51,4.67,238.17,53,-2
1042,Morning Crate,2024-12-23,Bacon,105,7.37,773.85,100,5
1042,Morning Crate,2024-12-23,Bread,163,2.57,418.91,149,14
1042,Morning Crate,2024-12-23,Coffee Beans,48,8.28,397.44,50,-2
1042,Morning Crate,2024-12-23,Butter,120,2.64,316.8,117,3
1042,Morning Crate,2024-12-30,Eggs,24,7.84,188.16,17,7
1042,Morning Crate,2024-12-30,Bacon,121,6.38,771.98,118,3
1042,Morning Crate,2024-12-30,Bread,193,8.72,1682.96,196,-3
1042,Morning Crate,2024-12-30,Coffee Beans,145,3.09,448.05,145,0
1042,Morning Crate,2024-12-30,Butter,176,6.81,1198.56,162,14
1043,Morning Crate,2022-01-03,Eggs,178,8.75,1557.5,164,14
1043,Morning Crate,2022-01-03,Bacon,93,2.19,203.67,98,-5
1043,Morning Crate,2022-01-03,Bread,71,7.75,550.25,71,0
1043,Morning Crate,2022-01-03,Coffee Beans,109,4.05,441.45,108,1
1043,Morning Crate,2022-01-03,Butter,46,9.34,429.64,43,3
1043,Morning Crate,2022-01-10,Eggs,125,5.11,638.75,124,1
1043,Morning Crate,2022-01-10,Bacon,102,1.67,170.34,89,13
1043,Morning Crate,2022-01-10,Bread,175,3.48,609.0,168,7
1043,Morning Crate,2022-01-10,Coffee Beans,183,9.1,1665.3,170,13
1043,Morning Crate,2022-01-10,Butter,32,7.95,254.4,22,10
1043,Morning Crate,2022-01-17,Eggs,109,1.88,204.92,104,5
1043,Morning Crate,2022-01-17,Bacon,184,4.12,758.08,183,1
1043,Morning Crate,2022-01-17,Bread,61,4.15,253.15,61,0
1043,Morning Crate,2022-01-17,Coffee Beans,188,7.52,1413.76,184,4
1043,Morning Crate,2022-01-17,Butter,64,6.83,437.12,51,13
1043,Morning Crate,2022-01-24,Eggs,43,6.57,282.51,32,11
1043,Morning Crate,2022-01-24,Bacon,109,5.06,551.54,99,10
1043,Morning Crate,2022-01-24,Bread,69,8.03,554.07,65,4
1043,Morning Crate,2022-01-24,Coffee Beans,185,2.29,423.65,181,4
1043,Morning Crate,2022-01-24,Butter,116,4.87,564.92,111,5
1043,Morning Crate,2022-01-31,Eggs,136,4.77,648.72,123,13
1043,Morning Crate,2022-01-31,Bacon,178,8.68,1545.04,168,10
1043,Morning Crate,2022-01-31,Bread,179,3.71,664.09,166,13
1043,Morning Crate,2022-01-31,Coffee Beans,131,5.32,696.92,124,7
1043,Morning Crate,2022-01-31,Butter,36,6.89,248.04,38,-2
1043,Morning Crate,2022-02-07,Eggs,24,5.59,134.16,24,0
1043,Morning Crate,2022-02-07,Bacon,81,2.27,183.87,79,2
1043,Morning Crate,2022-02-07,Bread,45,3.3,148.5,49,-4
1043,Morning Crate,2022-02-07,Coffee Beans,119,2.36,280.84,119,0
1043,Morning Crate,2022-02-07,Butter,89,5.79,515.31,86,3
1043,Morning Crate,2022-02-14,Eggs,194,7.6,1474.4,186,8
1043,Morning Crate,2022-02-14,Bacon,65,3.72,241.8,55,10
1043,Morning Crate,2022-02-14,Bread,90,6.19,557.1,82,8
1043,Morning Crate,2022-02-14,Coffee Beans,77,2.88,221.76,71,6
1043,Morning Crate,2022-02-14,Butter,162,4.47,724.14,160,2
1043,Morning Crate,2022-02-21,Eggs,157,2.1,329.7,161,-4
1043,Morning Crate,2022-02-21,Bacon,22,1.72,37.84,27,-5
1043,Morning Crate,2022-02-21,Bread,159,8.3,1319.7,149,10
1043,Morning Crate,2022-02-21,Coffee Beans,24,9.84,236.16,29,-5
1043,Morning Crate,2022-02-21,Butter,141,6.21,875.61,127,14
1043,Morning Crate,2022-02-28,Eggs,165,7.85,1295.25,155,10
1043,Morning Crate,2022-02-28,Bacon,100,5.0,500.0,103,-3
1043,Morning Crate,2022-02-28,Bread,50,2.6,130.0,55,-5
1043,Morning Crate,2022-02-28,Coffee Beans,114,3.04,346.56,111,3
1043,Morning Crate,2022-02-28,Butter,73,8.3,605.9,78,-5
1043,Morning Crate,2022-03-07,Eggs,127,6.08,772.16,119,8
1043,Morning Crate,2022-03-07,Bacon,183,9.18,1679.94,180,3
1043,Morning Crate,2022-03-07,Bread,179,7.04,1260.16,167,12
1043,Morning Crate,2022-03-07,Coffee Beans,46,6.02,276.92,41,5
1043,Morning Crate,2022-03-07,Butter,164,6.2,1016.8,158,6
1043,Morning Crate,2022-03-14,Eggs,160,3.04,486.4,165,-5
1043,Morning Crate,2022-03-14,Bacon,120,4.4,528.0,115,5
1043,Morning Crate,2022-03-14,Bread,35,4.08,142.8,35,0
1043,Morning Crate,2022-03-14,Coffee Beans,135,4.75,641.25,134,1
1043,Morning Crate,2022-03-14,Butter,76,3.21,243.96,78,-2
1043,Morning Crate,2022-03-21,Eggs,187,6.89,1288.43,177,10
1043,Morning Crate,2022-03-21,Bacon,70,1.7,119.0,56,14
1043,Morning Crate,2022-03-21,Bread,168,3.79,636.72,157,11
1043,Morning Crate,2022-03-21,Coffee Beans,183,6.59,1205.97,171,12
1043,Morning Crate,2022-03-21,Butter,162,9.74,1577.88,164,-2
1043,Morning Crate,2022-03-28,Eggs,160,4.34,694.4,163,-3
1043,Morning Crate,2022-03-28,Bacon,188,5.46,1026.48,192,-4
1043,Morning Crate,2022-03-28,Bread,94,6.17,579.98,81,13
1043,Morning Crate,2022-03-28,Coffee Beans,70,7.76,543.2,72,-2
1043,Morning Crate,2022-03-28,Butter,80,9.33,746.4,68,12
1043,Morning Crate,2022-04-04,Eggs,109,3.44,374.96,110,-1
1043,Morning Crate,2022-04-04,Bacon,49,4.81,235.69,36,13
1043,Morning Crate,2022-04-04,Bread,145,5.93,859.85,146,-1
1043,Morning Crate,2022-04-04,Coffee Beans,68,5.91,401.88,64,4
1043,Morning Crate,2022-04-04,Butter,62,8.64,535.68,58,4
1043,Morning Crate,2022-04-11,Eggs,146,2.08,303.68,132,14
1043,Morning Crate,2022-04-11,Bacon,113,2.36,266.68,105,8
1043,Morning Crate,2022-04-11,Bread,34,3.82,129.88,27,7
1043,Morning Crate,2022-04-11,Coffee Beans,67,5.03,337.01,67,0
1043,Morning Crate,2022-04-11,Butter,109,5.27,574.43,111,-2
1043,Morning Crate,2022-04-18,Eggs,186,8.02,1491.72,173,13
1043,Morning Crate,2022-04-18,Bacon,31,6.21,192.51,19,12
1043,Morning Crate,2022-04-18,Bread,124,6.95,861.8,115,9
1043,Morning Crate,2022-04-18,Coffee Beans,41,2.77,113.57,36,5
1043,Morning Crate,2022-04-18,Butter,76,3.81,289.56,67,9
1043,Morning Crate,2022-04-25,Eggs,166,5.11,848.26,152,14
1043,Morning Crate,2022-04-25,Bacon,148,6.87,1016.76,148,0
1043,Morning Crate,2022-04-25,Bread,33,9.0,297.0,26,7
1043,Morning Crate,2022-04-25,Coffee Beans,108,8.23,888.84,111,-3
1043,Morning Crate,2022-04-25,Butter,78,3.64,283.92,78,0
1043,Morning Crate,2022-05-02,Eggs,99,4.15,410.85,94,5
1043,Morning Crate,2022-05-02,Bacon,72,7.71,555.12,61,11
1043,Morning Crate,2022-05-02,Bread,192,8.19,1572.48,179,13
1043,Morning Crate,2022-05-02,Coffee Beans,89,4.1,364.9,91,-2
1043,Morning Crate,2022-05-02,Butter,117,2.83,331.11,107,10
1043,Morning Crate,2022-05-09,Eggs,118,4.47,527.46,104,14
1043,Morning Crate,2022-05-09,Bacon,107,9.02,965.14,99,8
1043,Morning Crate,2022-05-09,Bread,79,1.69,133.51,75,4
1043,Morning Crate,2022-05-09,Coffee Beans,110,5.41,595.1,111,-1
1043,Morning Crate,2022-05-09,Butter,145,7.09,1028.05,131,14
1043,Morning Crate,2022-05-16,Eggs,39,3.68,143.52,31,8
1043,Morning Crate,2022-05-16,Bacon,65,3.95,256.75,52,13
1043,Morning Crate,2022-05-16,Bread,197,3.82,752.54,190,7
1043,Morning Crate,2022-05-16,Coffee Beans,50,3.22,161.0,55,-5
1043,Morning Crate,2022-05-16,Butter,58,4.56,264.48,48,10
1043,Morning Crate,2022-05-23,Eggs,160,4.89,782.4,154,6
1043,Morning Crate,2022-05-23,Bacon,178,7.91,1407.98,179,-1
1043,Morning Crate,2022-05-23,Bread,151,9.26,1398.26,140,11
1043,Morning Crate,2022-05-23,Coffee Beans,111,8.34,925.74,106,5
1043,Morning Crate,2022-05-23,Butter,195,7.66,1493.7,181,14
1043,Morning Crate,2022-05-30,Eggs,126,4.73,595.98,123,3
1043,Morning Crate,2022-05-30,Bacon,108,3.87,417.96,107,1
1043,Morning Crate,2022-05-30,Bread,69,7.43,512.67,55,14
1043,Morning Crate,2022-05-30,Coffee Beans,92,4.57,420.44,92,0
1043,Morning Crate,2022-05-30,Butter,145,9.63,1396.35,133,12
1043,Morning Crate,2022-06-06,Eggs,75,4.49,336.75,63,12
1043,Morning Crate,2022-06-06,Bacon,171,2.46,420.66,157,14
1043,Morning Crate,2022-06-06,Bread,65,9.27,602.55,63,2
1043,Morning Crate,2022-06-06,Coffee Beans,175,6.49,1135.75,168,7
1043,Morning Crate,2022-06-06,Butter,127,8.5,1079.5,117,10
1043,Morning Crate,2022-06-13,Eggs,184,1.97,362.48,173,11
1043,Morning Crate,2022-06-13,Bacon,105,8.98,942.9,106,-1
1043,Morning Crate,2022-06-13,Bread,192,3.24,622.08,189,3
1043,Morning Crate,2022-06-13,Coffee Beans,48,9.83,471.84,42,6
1043,Morning Crate,2022-06-13,Butter,154,7.04,1084.16,144,10
1043,Morning Crate,2022-06-20,Eggs,164,6.2,1016.8,160,4
1043,Morning Crate,2022-06-20,Bacon,130,9.11,1184.3,118,12
1043,Morning Crate,2022-06-20,Bread,159,3.79,602.61,162,-3
1043,Morning Crate,2022-06-20,Coffee Beans,98,5.26,515.48,86,12
1043,Morning Crate,2022-06-20,Butter,53,7.25,384.25,58,-5
1043,Morning Crate,2022-06-27,Eggs,181,3.7,669.7,172,9
1043,Morning Crate,2022-06-27,Bacon,40,8.37,334.8,27,13
1043,Morning Crate,2022-06-27,Bread,179,2.56,458.24,173,6
1043,Morning Crate,2022-06-27,Coffee Beans,73,3.6,262.8,72,1
1043,Morning Crate,2022-06-27,Butter,122,8.0,976.0,126,-4
1043,Morning Crate,2022-07-04,Eggs,52,7.27,378.04,57,-5
1043,Morning Crate,2022-07-04,Bacon,35,5.64,197.4,22,13
1043,Morning Crate,2022-07-04,Bread,114,8.76,998.64,118,-4
1043,Morning Crate,2022-07-04,Coffee Beans,35,3.37,117.95,39,-4
1043,Morning Crate,2022-07-04,Butter,111,3.23,358.53,110,1
1043,Morning Crate,2022-07-11,Eggs,98,7.42,727.16,102,-4
1043,Morning Crate,2022-07-11,Bacon,122,7.03,857.66,125,-3
1043,Morning Crate,2022-07-11,Bread,191,3.43,655.13,194,-3
1043,Morning Crate,2022-07-11,Coffee Beans,162,3.15,510.3,162,0
1043,Morning Crate,2022-07-11,Butter,65,4.11,267.15,64,1
1043,Morning Crate,2022-07-18,Eggs,142,6.27,890.34,132,10
1043,Morning Crate,2022-07-18,Bacon,164,8.9,1459.6,151,13
1043,Morning Crate,2022-07-18,Bread,116,5.67,657.72,103,13
1043,Morning Crate,2022-07-18,Coffee Beans,51,7.49,381.99,42,9
1043,Morning Crate,2022-07-18,Butter,59,8.41,496.19,56,3
1043,Morning Crate,2022-07-25,Eggs,130,8.05,1046.5,124,6
1043,Morning Crate,2022-07-25,Bacon,194,8.07,1565.58,184,10
1043,Morning Crate,2022-07-25,Bread,69,7.76,535.44,64,5
1043,Morning Crate,2022-07-25,Coffee Beans,124,3.2,396.8,121,3
1043,Morning Crate,2022-07-25,Butter,41,4.7,192.7,33,8
1043,Morning Crate,2022-08-01,Eggs,45,8.22,369.9,43,2
1043,Morning Crate,2022-08-01,Bacon,100,8.08,808.0,101,-1
1043,Morning Crate,2022-08-01,Bread,182,9.03,1643.46,184,-2
1043,Morning Crate,2022-08-01,Coffee Beans,150,9.21,1381.5,146,4
1043,Morning Crate,2022-08-01,Butter,96,4.77,457.92,88,8
1043,Morning Crate,2022-08-08,Eggs,34,6.6,224.4,21,13
1043,Morning Crate,2022-08-08,Bacon,113,2.46,277.98,112,1
1043,Morning Crate,2022-08-08,Bread,147,6.66,979.02,138,9
1043,Morning Crate,2022-08-08,Coffee Beans,139,7.62,1059.18,137,2
1043,Morning Crate,2022-08-08,Butter,112,3.93,440.16,105,7
1043,Morning Crate,2022-08-15,Eggs,48,7.95,381.6,47,1
1043,Morning Crate,2022-08-15,Bacon,46,4.3,197.8,34,12
1043,Morning Crate,2022-08-15,Bread,153,5.76,881.28,151,2
1043,Morning Crate,2022-08-15,Coffee Beans,198,9.16,1813.68,187,11
1043,Morning Crate,2022-08-15,Butter,64,8.23,526.72,56,8
1043,Morning Crate,2022-08-22,Eggs,92,9.72,894.24,87,5
1043,Morning Crate,2022-08-22,Bacon,58,8.3,481.4,44,14
1043,Morning Crate,2022-08-22,Bread,116,9.92,1150.72,112,4
1043,Morning Crate,2022-08-22,Coffee Beans,185,3.04,562.4,179,6
1043,Morning Crate,2022-08-22,Butter,65,6.33,411.45,64,1
1043,Morning Crate,2022-08-29,Eggs,121,2.66,321.86,113,8
1043,Morning Crate,2022-08-29,Bacon,21,1.98,41.58,16,5
1043,Morning Crate,2022-08-29,Bread,41,2.31,94.71,38,3
1043,Morning Crate,2022-08-29,Coffee Beans,28,5.78,161.84,24,4
1043,Morning Crate,2022-08-29,Butter,71,7.75,550.25,65,6
1043,Morning Crate,2022-09-05,Eggs,198,7.94,1572.12,198,0
1043,Morning Crate,2022-09-05,Bacon,196,8.04,1575.84,189,7
1043,Morning Crate,2022-09-05,Bread,153,4.07,622.71,143,10
1043,Morning Crate,2022-09-05,Coffee Beans,78,5.52,430.56,70,8
1043,Morning Crate,2022-09-05,Butter,67,3.32,222.44,56,11
1043,Morning Crate,2022-09-12,Eggs,100,3.71,371.0,86,14
1043,Morning Crate,2022-09-12,Bacon,32,8.71,278.72,28,4
1043,Morning Crate,2022-09-12,Bread,197,8.89,1751.33,198,-1
1043,Morning Crate,2022-09-12,Coffee Beans,145,6.36,922.2,148,-3
1043,Morning Crate,2022-09-12,Butter,42,7.28,305.76,37,5
1043,Morning Crate,2022-09-19,Eggs,184,7.86,1446.24,187,-3
1043,Morning Crate,2022-09-19,Bacon,39,2.61,101.79,26,13
1043,Morning Crate,2022-09-19,Bread,54,9.44,509.76,40,14
1043,Morning Crate,2022-09-19,Coffee Beans,43,7.73,332.39,47,-4
1043,Morning Crate,2022-09-19,Butter,109,8.79,958.11,108,1
1043,Morning Crate,2022-09-26,Eggs,60,7.24,434.4,56,4
1043,Morning Crate,2022-09-26,Bacon,110,5.62,618.2,97,13
1043,Morning Crate,2022-09-26,Bread,143,9.98,1427.14,131,12
1043,Morning Crate,2022-09-26,Coffee Beans,50,9.6,480.0,45,5
1043,Morning Crate,2022-09-26,Butter,170,3.86,656.2,167,3
1043,Morning Crate,2022-10-03,Eggs,105,3.89,408.45,102,3
1043,Morning Crate,2022-10-03,Bacon,113,9.17,1036.21,110,3
1043,Morning Crate,2022-10-03,Bread,148,9.07,1342.36,135,13
1043,Morning Crate,2022-10-03,Coffee Beans,25,7.96,199.0,28,-3
1043,Morning Crate,2022-10-03,Butter,34,7.62,259.08,28,6
1043,Morning Crate,2022-10-10,Eggs,36,8.35,300.6,39,-3
1043,Morning Crate,2022-10-10,Bacon,40,5.11,204.4,32,8
1043,Morning Crate,2022-10-10,Bread,159,7.84,1246.56,146,13
1043,Morning Crate,2022-10-10,Coffee Beans,131,5.57,729.67,128,3
1043,Morning Crate,2022-10-10,Butter,175,3.88,679.0,162,13
1043,Morning Crate,2022-10-17,Eggs,30,9.51,285.3,27,3
1043,Morning Crate,2022-10-17,Bacon,183,7.77,1421.91,178,5
1043,Morning Crate,2022-10-17,Bread,138,3.5,483.0,143,-5
1043,Morning Crate,2022-10-17,Coffee Beans,166,3.97,659.02,154,12
1043,Morning Crate,2022-10-17,Butter,120,2.99,358.8,118,2
1043,Morning Crate,2022-10-24,Eggs,150,9.94,1491.0,149,1
1043,Morning Crate,2022-10-24,Bacon,85,6.6,561.0,74,11
1043,Morning Crate,2022-10-24,Bread,187,3.3,617.1,173,14
1043,Morning Crate,2022-10-24,Coffee Beans,157,2.49,390.93,157,0
1043,Morning Crate,2022-10-24,Butter,31,3.78,117.18,23,8
1043,Morning Crate,2022-10-31,Eggs,32,2.67,85.44,23,9
1043,Morning Crate,2022-10-31,Bacon,90,9.07,816.3,95,-5
1043,Morning Crate,2022-10-31,Bread,159,1.9,302.1,163,-4
1043,Morning Crate,2022-10-31,Coffee Beans,161,3.9,627.9,163,-2
1043,Morning Crate,2022-10-31,Butter,197,6.17,1215.49,194,3
1043,Morning Crate,2022-11-07,Eggs,78,2.43,189.54,66,12
1043,Morning Crate,2022-11-07,Bacon,99,2.25,222.75,98,1
1043,Morning Crate,2022-11-07,Bread,106,5.15,545.9,93,13
1043,Morning Crate,2022-11-07,Coffee Beans,139,2.51,348.89,139,0
1043,Morning Crate,2022-11-07,Butter,48,2.2,105.6,47,1
1043,Morning Crate,2022-11-14,Eggs,59,4.97,293.23,57,2
1043,Morning Crate,2022-11-14,Bacon,163,2.61,425.43,156,7
1043,Morning Crate,2022-11-14,Bread,126,8.67,1092.42,123,3
